AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS
29,6,4,2,0.667,2.2,0.2,0.7,0.25,0.2,0.7,0.25,0,0,0,0,0.2,0.2,0.7,0,0,0,0,0.2,0,0.5,2.2,1.7
24,24,20,4,0.833,3.2,0.4,0.7,0.529,0.2,0.5,0.364,0.2,0.2,0.8,0.2,0.3,0.4,0,0.1,0,0,0,0.4,0.1,1.1,3,1.6
27,27,13,14,0.481,3.7,0.7,0.9,0.76,0,0,0,0.5,0.8,0.591,0.4,1.2,1.7,0,0.2,0,0.4,0.1,0.5,0.7,1.9,0.4,5
25,30,3,27,0.1,3,0.4,0.6,0.647,0.3,0.4,0.692,0.1,0.2,0.333,0.1,0.3,0.4,0,0,0,0,0,0.4,0.1,1.1,-1.8,1.6
25,4,4,0,1,2.9,0.3,0.5,0.5,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0.5,-0.3,0.3
29,39,22,17,0.564,3,0.2,0.4,0.529,0,0,0,0.4,0.9,0.457,0.3,0.5,0.8,0.1,0.1,0.2,0.2,0,0.6,0.5,0.9,-0.3,3
26,14,9,5,0.643,2.6,0.1,0.6,0.25,0,0.2,0,0,0,0,0.1,0.1,0.2,0,0.1,0.2,0.1,0,0.3,0.1,0.3,-1.3,1.3
25,29,4,25,0.138,2.8,0.1,0.8,0.174,0.1,0.6,0.176,0.2,0.2,0.857,0,0.1,0.1,0.2,0.2,0,0.1,0.1,0.3,0.1,0.6,-3.1,1.1
27,46,25,21,0.543,3.3,0.8,1.8,0.452,0.2,0.4,0.35,1.3,1.5,0.884,0,0.3,0.4,0.6,0.2,0.1,0,0.2,0.4,0.9,3.1,0.7,4.4
27,29,7,22,0.241,3.6,0.9,2.3,0.373,0.1,0.6,0.188,0.3,0.5,0.571,0.2,0.6,0.8,0.7,0.3,0,0,0,0.3,0.4,2.1,-1.4,3.9
32,27,13,14,0.481,2.4,0.4,1,0.393,0.1,0.5,0.231,0.2,0.2,1,0.1,0.3,0.4,0.3,0.1,0.1,0,0.1,0.1,0.3,1.1,-0.4,2.1
27,5,3,2,0.6,2.6,0.6,1,0.6,0,0,0,0.8,1,0.8,0,0.6,0.6,0.2,0.2,0,0,0,0.6,0.6,2,-0.2,2.8
32,34,22,12,0.647,3.7,0.4,1.1,0.417,0.4,0.8,0.464,1,1.1,0.946,0,0.3,0.3,0.1,0.1,0,0,0,0.4,0.6,2.3,1.8,2.8
30,24,11,13,0.458,4.4,0.2,0.9,0.238,0.2,0.8,0.278,0.2,0.2,0.8,0.2,0.4,0.5,0,0.1,0.1,0,0.1,0.8,0.2,0.8,-1.3,1.7
23,17,4,13,0.235,1.3,0.1,0.3,0.4,0,0,0,0.2,0.2,0.75,0.2,0.2,0.4,0,0.1,0,0,0,0.3,0.1,0.4,-2,0.8
26,16,8,8,0.5,1.5,0.4,0.5,0.75,0.1,0.1,1,0.1,0.1,1,0.2,0.1,0.3,0,0.1,0.1,0.1,0,0.3,0.1,0.9,0.7,1.6
28,4,2,2,0.5,1.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.3,0,0,-0.8,0.6
21,30,16,14,0.533,3.4,0.3,0.7,0.476,0,0.1,0.5,0.3,0.4,0.833,0.2,0.4,0.6,0.1,0.1,0.1,0.1,0,0.3,0.3,1,0.2,2.2
25,39,20,19,0.513,3.4,0.5,1,0.513,0.3,0.6,0.435,0.4,0.4,0.875,0.2,0.5,0.7,0.3,0.2,0.2,0.1,0,0.6,0.2,1.6,0.1,3.4
20,16,2,14,0.125,2.5,0.4,0.9,0.4,0,0,0,0.1,0.1,1,0.3,0.2,0.4,0,0.1,0,0,0.1,0.2,0.1,0.9,-3.1,1.3
36,39,23,16,0.59,2.9,0.3,0.9,0.351,0.2,0.4,0.412,0.7,0.8,0.839,0.1,0.1,0.2,0.2,0.1,0,0,0.1,0.2,0.4,1.5,1.9,2
34,19,8,11,0.421,3,0.3,1.1,0.286,0,0.4,0,0.1,0.1,1,0.2,0.3,0.5,0.7,0.2,0,0,0.1,0.4,0.1,0.7,-1.3,2.2
27,10,3,7,0.3,1,0,0,0,0,0,0,0.2,0.2,1,0,0.1,0.1,0,0,0,0,0,0.2,0.1,0.2,-2.4,0.3
25,2,1,1,0.5,3.7,0,0.5,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
26,49,28,21,0.571,3.9,0.9,2.4,0.35,0.3,1,0.26,1.5,1.8,0.862,0.1,0.8,0.9,0.7,0.4,0.1,0.2,0.2,0.4,1.3,3.5,0.8,6
29,6,2,4,0.333,1.2,0.2,0.5,0.333,0,0.2,0,0.3,0.3,1,0,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.7,-1.3,2.5
35,3,1,2,0.333,2.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,1,1
20,2,0,2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
25,1,1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,23,10,13,0.435,3.1,0.3,0.9,0.35,0.1,0.6,0.231,0.2,0.3,0.667,0.1,0.5,0.6,0.2,0.1,0.1,0,0,0.7,0.1,0.9,0.4,2.2
24,33,19,14,0.576,2.5,0.4,0.9,0.387,0.1,0.2,0.286,0.2,0.3,0.727,0.2,0.6,0.8,0.3,0,0,0.1,0,0.5,0.2,1,0.6,2.8
22,5,2,3,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0,-1.6,0.9
32,19,8,11,0.421,3.1,0.4,1.5,0.241,0.1,0.4,0.286,0.7,0.7,1,0,0.3,0.3,0.4,0.1,0.1,0,0.2,0.5,0.3,1.5,-0.1,2.6
30,16,7,9,0.438,2.8,0.1,0.5,0.25,0.1,0.1,0.5,0.1,0.1,1,0.3,0.3,0.5,0.1,0.1,0.2,0.2,0,0.6,0.1,0.4,0.8,2.1
38,33,19,14,0.576,1.7,0.3,0.7,0.455,0.2,0.5,0.294,0.2,0.3,0.667,0,0.1,0.2,0,0.1,0.1,0,0,0.2,0.2,0.9,1.1,1.3
29,3,2,1,0.667,1.7,0,0.7,0,0,0,0,0,0.3,0,0.7,0.3,1,0,0,0,0,0,0,0.3,0,0.3,1.2
29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,32,21,11,0.656,3.3,0.7,1.5,0.468,0.3,0.6,0.474,0.2,0.2,0.833,0.3,0.4,0.7,0.1,0.2,0.1,0.1,0.1,0.2,0.2,1.8,1.3,3.2
28,35,21,14,0.6,3.3,0.7,1.7,0.383,0.1,0.3,0.273,1,1.2,0.857,0.1,0.3,0.4,0.5,0.2,0.1,0,0.3,0.2,0.9,2.4,1.3,3.8
26,3,1,2,0.333,3.5,0.3,1,0.333,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0.3,0,0.7,0,0.7,-3.7,1.7
22,29,4,25,0.138,2.3,0.1,0.4,0.167,0,0,1,0.3,0.5,0.533,0,0.3,0.3,0.2,0.1,0,0.2,0.1,0.5,0.3,0.4,-2.4,1.7
28,1,0,1,0,1.3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,-3,2
24,14,6,8,0.429,2.2,0.1,0.9,0.167,0,0.4,0,0,0,0,0.2,0.6,0.8,0.1,0,0.1,0,0.1,0.2,0.1,0.3,-0.1,1.7
27,29,17,12,0.586,3.5,0.5,1,0.536,0.1,0.3,0.4,0.9,1.1,0.844,0.2,0.4,0.6,0.3,0.1,0,0,0.1,0.3,0.8,2.1,1.7,3.2
23,11,3,8,0.273,1.9,0.5,0.7,0.625,0,0.2,0,0.7,1,0.727,0,0.2,0.2,0.5,0.2,0,0,0,0.2,0.5,1.6,-1,2.4
27,20,10,10,0.5,3.4,0.4,1.1,0.381,0.3,0.4,0.625,0.3,0.4,0.625,0.1,0.2,0.3,0.3,0.1,0.1,0,0.2,0.4,0.4,1.3,0.2,2.1
26,38,21,17,0.553,5,1.1,2.3,0.455,0.2,0.6,0.348,1.2,1.4,0.87,0.2,0.5,0.7,0.2,0.3,0.2,0.2,0.1,0.6,0.9,3.6,-0.6,5.7
31,13,8,5,0.615,1.7,0.1,0.1,1,0,0,0,0,0,0,0.1,0.5,0.5,0.2,0.1,0.1,0.1,0,0.5,0,0.2,0.8,1.4
28,1,1,0,1,3.5,1,2,0.5,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,1,4,5,5.5
28,33,11,22,0.333,1.6,0.2,0.3,0.5,0.1,0.2,0.375,0,0,0,0,0.2,0.2,0.1,0.1,0.1,0,0,0.2,0,0.4,0.7,0.9
35,42,16,26,0.381,3.7,0.6,1.8,0.365,0.2,0.7,0.345,0.4,0.4,0.889,0,0.3,0.3,0.4,0.2,0,0,0,0.3,0.2,1.9,0.2,2.8
24,2,1,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
33,2,2,0,1,4,0.5,0.5,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.5,1,0,5.2
24,10,3,7,0.3,2.2,0.1,0.4,0.25,0,0,0,0.1,0.2,0.5,0.3,0.5,0.8,0.1,0.2,0,0,0.1,0.2,0.2,0.3,-1,1.2
25,12,7,5,0.583,1.7,0.1,0.3,0.333,0,0,0,0.4,0.5,0.833,0,0.3,0.3,0.2,0,0.1,0.2,0,0.5,0.3,0.6,-0.6,2
25,2,0,2,0,0.8,0,1,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,-0.5,0.6
25,33,16,17,0.485,3.9,0.8,2.5,0.346,0.2,0.8,0.296,1.5,1.8,0.847,0.1,0.5,0.6,0.9,0.4,0.3,0.1,0.2,0.3,1,3.5,0.1,6.4
23,5,1,4,0.2,1.8,0.2,0.2,1,0,0,0,0.4,0.4,1,0.2,0.4,0.6,0.2,0,0,0,0,0.6,0.2,0.8,-0.4,1.8
27,13,3,10,0.231,3,0.3,1,0.308,0,0.4,0,0.2,0.3,0.5,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.8,-1.5,1.9
29,20,12,8,0.6,1.1,0.1,0.4,0.143,0,0.2,0,0.1,0.1,1,0.1,0.1,0.2,0.1,0,0,0,0,0.2,0.1,0.2,-0.3,0.5
24,31,19,12,0.613,2.7,0.4,0.5,0.813,0,0,0,0.7,0.9,0.821,0.4,0.8,1.2,0,0,0,0.2,0,0.3,0.5,1.6,1.7,3.5
26,5,4,1,0.8,2.1,0.6,1.2,0.5,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0.4,0,0.2,1.2,0.2,1.4
24,29,11,18,0.379,2.9,0.5,1,0.467,0,0.1,0.5,0.5,0.6,0.833,0.1,0.2,0.3,0.1,0.2,0.1,0,0,0.3,0.3,1.5,-0.3,2.1
29,4,1,3,0.25,3.4,0.3,1.5,0.167,0.3,1,0.25,1,1,1,0,0.8,0.8,0,0.3,0,0,0.3,0.5,0.5,1.8,-3,2.4
25,3,1,2,0.333,3.4,0.3,1.3,0.25,0.3,1,0.333,0.7,0.7,1,0.3,0.3,0.7,0.3,0,0.3,0,0,1,0.3,1.7,-5.3,4
28,28,12,16,0.429,2.4,0.4,0.9,0.417,0,0,0,0.1,0.1,0.75,0.4,0.4,0.8,0,0.1,0,0.1,0,0.3,0.1,0.8,-0.1,1.8
25,2,0,2,0,4.1,1.5,3,0.5,0.5,0.5,1,0.5,1.5,0.333,0,0,0,0.5,0,0,0,1,0.5,0.5,4,-1,4.8
27,1,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
34,27,11,16,0.407,3.6,0.1,0.5,0.308,0.1,0.3,0.222,0,0,0,0,0.5,0.5,0.4,0.1,0.1,0,0,0.2,0.2,0.4,-1.1,1.9
24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,1,1,0.5,1.7,0.5,1.5,0.333,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,1,2,2.4
22,13,5,8,0.385,1.8,0.1,0.2,0.5,0.1,0.1,1,0,0.1,0,0.2,0.1,0.2,0.2,0.1,0,0.1,0,0.5,0.1,0.2,-0.2,1
30,6,2,4,0.333,1.4,0,0.3,0,0,0,0,0.2,0.3,0.5,0.2,0.2,0.3,0,0.2,0,0,0,0.3,0.2,0.2,-2.2,0.4
26,38,17,21,0.447,3.8,0.8,1.8,0.456,0.2,0.6,0.333,0.8,0.9,0.909,0,0.4,0.4,0.7,0.6,0.2,0,0.1,0.4,0.6,2.6,-0.4,4.1
21,29,11,18,0.379,3.2,0.4,0.8,0.542,0,0.1,0.25,0.3,0.7,0.526,0.4,1,1.3,0.1,0.1,0.1,0,0.1,0.6,0.4,1.3,-0.6,3.2
22,10,4,6,0.4,1.3,0.2,0.2,1,0,0,0,0.1,0.2,0.5,0.1,0.2,0.3,0,0,0.1,0.2,0,0.3,0.1,0.5,-0.9,1.8
27,11,7,4,0.636,2,0.1,0.1,1,0,0,0,0.1,0.2,0.5,0,0.4,0.4,0.1,0.2,0,0.1,0,0,0.1,0.3,-1.4,0.9
20,33,20,13,0.606,3.4,0.3,0.6,0.429,0,0.1,0,0.3,0.4,0.833,0.2,0.6,0.8,0.1,0.1,0.2,0.1,0.1,0.4,0.4,0.8,0.9,2.6
21,5,3,2,0.6,2.5,0.4,1.4,0.286,0,0,0,0,0,0,0.2,0.6,0.8,0,0.2,0,0,0.4,0.4,0,0.8,-0.8,1.6
23,3,1,2,0.333,1.7,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0.3,0,0,2.3,0.4
20,46,19,27,0.413,4.1,0.8,1.4,0.53,0.1,0.3,0.267,0.5,0.6,0.808,0.5,0.8,1.3,0.2,0.2,0.1,0.3,0.1,0.6,0.4,2.1,-0.3,5.1
25,24,16,8,0.667,3.7,0.8,1.8,0.419,0.1,0.4,0.3,0.7,0.8,0.895,0.3,0.7,1,0.2,0.1,0.1,0.1,0.1,0.3,0.6,2.3,1.5,4.4
25,19,8,11,0.421,1.7,0.3,0.7,0.357,0.1,0.3,0.2,0.2,0.2,1,0,0.4,0.4,0.2,0,0,0,0.1,0.2,0.2,0.8,0.2,1.5
20,3,1,2,0.333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,-2.3,0
26,41,22,19,0.537,3.7,1,2.5,0.392,0.2,0.7,0.267,1.3,1.5,0.885,0.2,0.6,0.8,0.2,0.3,0.1,0.1,0.2,0.5,1,3.5,1.3,5
24,2,0,2,0,1.9,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,1,0.3
31,4,2,2,0.5,2.4,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0.3,0,0.3,0,0,-2,0.8
26,30,11,19,0.367,3.9,0.7,1.2,0.571,0,0,0,0.5,1,0.483,0.6,1.2,1.8,0.1,0.2,0.1,0.1,0.3,0.5,0.8,1.8,-0.8,4.4
26,36,19,17,0.528,3.2,0.4,1,0.457,0.1,0.3,0.455,0.6,0.7,0.917,0.2,0.4,0.6,0.2,0.1,0,0.1,0.1,0.4,0.5,1.6,0.7,3
23,36,23,13,0.639,4.1,0.4,1,0.361,0.2,0.6,0.318,0.3,0.4,0.667,0,0.3,0.4,0,0.1,0.1,0.1,0,0.5,0.3,1.2,1.8,2.2
27,37,20,17,0.541,3.9,1.3,3.1,0.412,0.3,1,0.324,1.1,1.3,0.857,0,0.7,0.7,0.3,0.2,0,0.1,0.2,0.3,0.8,4,-0.2,5.5
40,11,5,6,0.455,2.7,0.1,0.4,0.25,0,0,0,0,0.4,0,0.1,0.6,0.7,0.1,0.1,0,0,0,0.2,0.2,0.2,-0.7,1.1
27,29,17,12,0.586,3.8,0.4,1.1,0.375,0.2,0.6,0.412,0.5,0.6,0.875,0.2,0.6,0.8,0.2,0.1,0.1,0.1,0.1,0.3,0.4,1.6,1.7,3.4
33,14,7,7,0.5,3.3,0.4,1.4,0.25,0.1,0.6,0.25,0.5,0.6,0.875,0.1,0.6,0.7,0.1,0.1,0.1,0,0.1,0.4,0.3,1.4,0.1,2.4
26,5,2,3,0.4,3.1,0.4,0.6,0.667,0,0,0,0,0,0,0,0.8,0.8,0.4,0.2,0,0.4,0,0.6,0,0.8,-1.2,3.4
20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,38,20,18,0.526,4.1,0.7,1.9,0.351,0.2,0.8,0.188,1,1.2,0.826,0,0.3,0.3,0.4,0.4,0.2,0,0.1,0.5,0.8,2.5,0.1,3.8
35,12,8,4,0.667,2.5,0.1,0.2,0.5,0.1,0.1,1,0.2,0.2,1,0,0.2,0.2,0,0.2,0.1,0,0,0.5,0.2,0.4,1.1,0.7
26,32,28,4,0.875,3.8,0.6,1.4,0.435,0.3,0.8,0.407,0.5,0.6,0.895,0,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.2,0.4,2.1,3.1,3.4
37,24,8,16,0.333,2.4,0.8,2.3,0.352,0.4,1,0.417,0.8,0.9,0.909,0,0.1,0.1,0.2,0,0,0,0,0.3,0.7,2.8,-1.1,3.3
27,17,6,11,0.353,1.5,0.2,0.5,0.444,0,0,0,0.1,0.2,0.667,0.4,0,0.4,0.1,0,0.1,0.1,0,0.5,0.1,0.6,-1.1,1.6
25,1,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0
31,4,3,1,0.75,2.4,1,1.3,0.8,0.8,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.5,2.8
20,29,10,19,0.345,2.9,0.3,1,0.345,0,0.3,0.125,0.6,0.7,0.947,0.3,0.5,0.8,0.1,0.1,0.1,0.3,0,0.4,0.4,1.3,-1.9,3.6
22,10,8,2,0.8,1.5,0.5,0.6,0.833,0.1,0.1,1,0.2,0.2,1,0,0.2,0.2,0.3,0,0,0,0,0.1,0.1,1.3,1.2,2
35,39,20,19,0.513,3.4,0.2,0.6,0.364,0.2,0.4,0.438,0.1,0.1,1,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0,0.4,0.2,0.7,1.8,1.6
30,47,31,16,0.66,3.5,0.7,1.8,0.376,0.2,0.6,0.3,0.8,1.1,0.731,0.1,0.4,0.5,0.3,0.2,0.2,0,0.2,0.8,0.7,2.4,1.4,3.8
26,6,3,3,0.5,0.9,0.2,0.3,0.5,0,0,0,0.2,0.3,0.5,0.5,0.2,0.7,0,0.2,0,0,0,0.2,0.2,0.5,-0.5,1.1
28,9,5,4,0.556,1.8,0,0.2,0,0,0.2,0,0,0,0,0.1,0.2,0.3,0.1,0,0,0,0,0.1,0.1,0,-2.3,0.6
24,16,9,7,0.563,4.2,0.8,2.3,0.361,0.3,0.9,0.286,1.8,1.9,0.933,0.1,0.3,0.4,0.3,0.3,0.1,0.1,0.3,0.3,1.1,3.6,-0.4,4.7
30,26,19,7,0.731,3.1,0.5,1.3,0.394,0,0,0,0.5,0.5,0.923,0.2,0.7,0.9,0.2,0.1,0.1,0.1,0.1,0.2,0.3,1.5,2.1,3.3
24,2,2,0,1,0.4,0.5,0.5,1,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0.5,1.5,3,1.5
25,20,5,15,0.25,2.2,0.4,0.7,0.5,0.1,0.1,0.5,0.1,0.2,0.25,0.2,0.3,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,-0.7,1.6
28,25,11,14,0.44,2.9,0.2,0.6,0.375,0,0.1,0,0.4,0.4,1,0,0.2,0.2,0,0.2,0.1,0,0,0.5,0.2,0.8,-1.3,1.3
24,35,13,22,0.371,3.3,0.5,1.1,0.421,0.2,0.5,0.421,0.1,0.2,0.667,0,0.3,0.3,0.2,0.1,0.1,0,0.1,0.7,0.1,1.3,-0.5,2.1
23,12,3,9,0.25,2.8,0.2,0.3,0.5,0,0,0,0,0.1,0,0.1,0.3,0.3,0.1,0,0,0.2,0,0.3,0.1,0.3,0,1.4
27,23,13,10,0.565,2.9,0.1,0.4,0.333,0,0,0,0,0,0,0,0.6,0.6,0.1,0,0.1,0.1,0.1,0.4,0,0.3,0.3,1.8
31,30,18,12,0.6,4.2,1.3,3.1,0.424,0.2,0.9,0.185,1.3,1.9,0.679,0.4,1.2,1.6,0.7,0.4,0.1,0.1,0.3,0.4,1.2,4,0.6,7.1
33,6,5,1,0.833,1.3,0,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0,0,1.8,0.7
33,3,2,1,0.667,2.7,0,0,0,0,0,0,0.7,0.7,1,0,0.7,0.7,0,0,0,0,0,0.3,0.3,0.7,-1.3,1.5
29,25,8,17,0.32,3.2,0.5,1.4,0.361,0.3,0.8,0.333,0.5,0.6,0.929,0,0.2,0.2,0.2,0.1,0,0.1,0,0.3,0.3,1.8,-0.7,2.8
29,30,20,10,0.667,1.2,0,0,1,0,0,1,0.1,0.2,0.667,0,0.1,0.2,0,0,0,0,0,0.2,0.1,0.2,-2.1,0.6
23,4,2,2,0.5,1.8,0.3,0.3,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.3,0,0.5,2.5,1.1
23,2,2,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,18,8,10,0.444,1,0.2,0.5,0.444,0.1,0.2,0.25,0.2,0.2,1,0.2,0.2,0.4,0,0,0,0,0.1,0.3,0.1,0.7,1.6,1.2
27,16,4,12,0.25,0.8,0.1,0.4,0.333,0,0.1,0,0.4,0.4,1,0,0.2,0.2,0,0.1,0,0.1,0.1,0.3,0.3,0.6,-0.4,1
31,37,21,16,0.568,3,0.5,0.8,0.548,0.3,0.5,0.611,0.2,0.2,0.778,0.1,0.5,0.6,0.1,0.1,0.1,0,0,0.3,0.2,1.4,0.8,2.4
38,16,9,7,0.563,2.1,0.5,0.9,0.533,0.1,0.3,0.2,0.3,0.6,0.5,0.1,0.3,0.3,0.3,0.1,0.1,0.1,0,0.2,0.4,1.4,1,2.4
31,27,19,8,0.704,3.9,0.8,1.7,0.478,0,0,0,0.9,1.3,0.657,0.3,0.4,0.7,0.2,0,0,0.1,0.1,0.4,0.8,2.5,2.1,3.9
33,6,2,4,0.333,2.3,0,0.3,0,0,0,0,0,0,0,0.3,0.5,0.8,0.8,0,0,0,0,0,0,0,0.5,2.3
32,28,12,16,0.429,3.3,0.5,0.9,0.583,0,0,0,0.3,0.5,0.615,0.7,0.6,1.3,0.1,0.1,0,0.1,0,0.4,0.4,1.3,0.4,3.4
30,29,12,17,0.414,2.4,0.3,1,0.333,0.1,0.6,0.25,0.1,0.2,0.571,0.1,0.1,0.2,0.2,0.1,0,0,0,0.2,0.1,1,-0.8,1.5
26,38,24,14,0.632,4.1,0.3,0.9,0.333,0.1,0.3,0.25,0.3,0.4,0.588,0.1,0.6,0.6,0.1,0.1,0.1,0,0.1,0.5,0.4,0.9,1.5,2.2
22,32,17,15,0.531,1.7,0.1,0.4,0.25,0,0.2,0.143,0.2,0.4,0.583,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.3,0.4,-0.9,1.3
29,16,8,8,0.5,2.9,0.5,1.3,0.381,0.3,0.9,0.286,0.3,0.3,0.8,0,0.2,0.2,0.2,0,0.1,0,0,0.1,0.2,1.5,-0.7,2.2
30,18,13,5,0.722,2.3,0.3,0.7,0.385,0.1,0.3,0.167,0.8,1,0.833,0.1,0.3,0.4,0.5,0.2,0.1,0.1,0.1,0.3,0.8,1.4,2.5,2.8
21,11,6,5,0.545,2.8,0.7,1.4,0.533,0.5,1,0.545,0.3,0.3,1,0,0.3,0.3,0.1,0.3,0.1,0,0,0.2,0.2,2.3,3.2,2.7
24,14,7,7,0.5,2.3,0.4,0.7,0.6,0.1,0.3,0.5,0.1,0.1,1,0.1,0.5,0.6,0.3,0.1,0,0,0,0.2,0.1,1.1,0.1,2.3
26,21,5,16,0.238,2.8,0.3,1,0.35,0,0.2,0,0.2,0.3,0.571,0,0.5,0.5,0.1,0.1,0,0.1,0,0.5,0.2,0.9,-1.6,2.1
28,3,3,0,1,1.8,0.7,0.7,1,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0.3,1.3,3,2.1
30,38,20,18,0.526,3.2,0.3,0.8,0.433,0.2,0.4,0.5,0.2,0.3,0.667,0.2,0.6,0.8,0.1,0.1,0.1,0.1,0.1,0.3,0.3,1.1,0.4,2.6
26,34,17,17,0.5,2.6,0.1,0.2,0.625,0,0,0,0.4,0.7,0.609,0.1,0.4,0.6,0.2,0.1,0,0.1,0,0.5,0.4,0.7,-0.7,1.9
